书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
从偶然到必然：中产阶级充电必读（全20册）,麦克·莫耶,投资_股票_金融_经济,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1DAZGv2nR41cj4kIscNHEeg
亚洲大趋势：中国和新兴经济体的未来,乔•史塔威尔,投资_股票_金融_经济,9.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1POPpp7Fzck2n-hMlMi1EfA
渐行渐远的红利：寻找中国新平衡,彭文生,投资_股票_金融_经济,8.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1ITa5oGvTzFHJp2UDMwVKkQ
回荡的钟摆,许小年,投资_股票_金融_经济,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1Y05vYzmwOE2UMNH12EG_DA
富爸爸点石成金,罗伯特·清崎,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1crSjP8t8TBCVPn9bA-CsjA
贸易的真相：重新理解国际贸易10讲,李俊慧,投资_股票_金融_经济,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/10DF7avWPEOxB5cRAPjAz4w
当代中国经济改革教程,吴敬琏,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1bZcpv_U1LPca3Y8vNHywXA
理性选民的神话,布赖恩·卡普兰,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/19ODrjHsPdN_fjmwMxLaGxQ
王二的经济学故事,郭凯,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/185PGXG6_AiyRmh0qg9-59A
房地产周期,任泽平,投资_股票_金融_经济,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1iiCX-iQKhh5C3Zle5PGdZA
"赤裸裸的统计学：除去大数据的枯燥外衣,呈现真实的数字之美",查尔斯·韦兰,投资_股票_金融_经济,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1sm7Mck6_9jO6mw2xoOyZ3Q
股市长线法宝（原书第5版）,杰里米 J.西格尔,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1Gux8eYglQ0zWKdf5l3zLJA
股权战争,苏龙飞,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1L1ARX73UJyJWsmWTZdc9hg
巴比伦富翁的理财课,乔治・克拉森,投资_股票_金融_经济,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1CIJ1hitmsAbn86vqYgSJWQ
脑洞经济学：人人都要有的经济学思维,温义飞,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://u18798378.ctfile.com/dir/18798378-30717880-0e6914/
美国增长的起落,戈登,投资_股票_金融_经济,9.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1cpezQ0lFsJrQJQ7zgU-HaA
克罗谈投资策略,斯坦利・克罗,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1V3KJMot1tJp0Yi6WdOt_Sw
战后日本经济史,野口悠纪雄,投资_股票_金融_经济,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1HVdZG9jJm_aTbHIi9Et90Q
货币金融学,弗雷德里克·S·米什金,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1zwWnigQEmP8Hk4W5OEzVfA
中国赌金者：327事件始末,陆一,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1K3riVcsCtiD69FsI7SoN1w
断层线,拉古拉迈·拉詹,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/10fRup5SkkK2ATzTEywcFiQ
博弈论基础,罗伯特.吉本斯,投资_股票_金融_经济,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1T2kzArmQSr_g_m5OmS-YkA
金融街：一个影子私募基金经理的自白,梁成,投资_股票_金融_经济,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1DTdDYrn99dAjcVxG8_kxgA
MBA教不了的创富课,老雕,投资_股票_金融_经济,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/13CQ1mN574wRRGau6LLAvSQ
分享经济的爆发,阿鲁·萨丹拉彻,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1RTw8ZZoXaQTS_rY-whfZIg
货币野史,菲利克斯•马汀,投资_股票_金融_经济,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1D5t0WS9WDlO0-Cbm4gPlOA
富爸爸财务自由之路,罗伯特.T.清崎,投资_股票_金融_经济,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1aAdnJo7jeAEzHY3NYaqkJQ
金融炼金术的终结,默文·金,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1yWUdz6RStEcpJ2TvOklsgA
期权、期货及其他衍生产品,约翰·赫尔,投资_股票_金融_经济,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1IOvgWl9s1P_P4UHWCIPWiQ
你不理财，财不理你：30岁后，我靠投资生活（套装全二册）,钟慧,投资_股票_金融_经济,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1gT7yeGc7xn70FFEgMlld3w
休克主义,娜奥米·克莱恩,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/17tKJRLnAqOEYi8tzkxGg3w
振荡指标MACD：波段操作精解,凌波,投资_股票_金融_经济,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1wdoaDSg8N3BVGdeoYU-sRg
期货市场技术分析,约翰.墨菲,投资_股票_金融_经济,9.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1eNcMfEv2AVWKfaIBQTXJGw
名创优品没有秘密,杜博奇,投资_股票_金融_经济,7,百度网盘(提取码:6666),https://pan.baidu.com/s/16cKPZy9TRh_ufgFfPRRSRQ
最富足的投资,吉姆•罗杰斯,投资_股票_金融_经济,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1_-uyKIuSP88SwPPfQScvxg
